Line #,Key,en Version,ka Version
612,ka.app.menu.admin_dataset.explore_data,Explore Data,მონაცემთა გაცნობა
613,ka.app.menu.admin_dataset.heading,Dataset Options,მონაცემთა დეტალები
614,ka.app.menu.admin_dataset.settings,Settings,პარამეტრები
615,ka.app.menu.admin_dataset.qa,Edit Questions/Answers,შეკითხვების/პასუხების რედაქტირება
616,ka.app.menu.admin_dataset.highlights,Highlights,რჩეული ფაქტები
617,ka.app.menu.admin_dataset.warnings,Warnings,გაფრთხილებები
618,ka.app.menu.admin_dataset.mappable,Make Mappable,გავხადოთ რუკაზე დატანადი
619,ka.app.menu.admin_dataset.delete,Delete,წაშლა
620,ka.app.menu.admin_dataset.private_share,Share Private Dataset,არასაჯარო მონაცემების გაზიარება
621,ka.app.menu.admin_dataset.mass_changes,Mass Changes Via Spreadsheet,მასობრივი ცვლილებები ცხრილის საშუალებით
622,ka.app.menu.admin_dataset.mass_changes_questions,Question Mass Changes,შეკითხვის მასობრივი ცვლილებები
623,ka.app.menu.admin_dataset.mass_changes_answers,Answer Mass Changes,პასუხების მასობრივი ცვლილებები
624,ka.app.menu.admin_dataset.download_data,Download Data,მონაცემების ჩამოტვირთვა
625,ka.app.menu.admin_dataset.groups,Group Questions,შეკითხვების დაჯგუფება
626,ka.app.menu.admin_dataset.sort,Sort Groups/Questions,ჯგუფების/შეკითხვების დახარისხება
627,ka.app.menu.admin_dataset.weights,Weight Data,მონაცემების შეწონვა
628,ka.app.menu.admin_time_series.explore_data,Explore Data,მონაცემთა გაცნობა
629,ka.app.menu.admin_time_series.heading,Time Series Options,პერიოდული შედარების ვარიანტები
630,ka.app.menu.admin_time_series.settings,Settings,პარამეტრები
631,ka.app.menu.admin_time_series.qa,Edit Questions/Answers,შეკითხვების/პასუხების რედაქტირება
632,ka.app.menu.admin_time_series.mass_changes,Mass Changes Via Spreadsheet,მასობრივი ცვლილებები ცხრილის საშუალებით
633,ka.app.menu.admin_time_series.mass_changes_answers,Answer Mass Changes,პასუხების მასობრივი ცვლილებები
634,ka.app.menu.admin_time_series.highlights,Highlights,რჩეული ფაქტები
635,ka.app.menu.admin_time_series.warnings,Warnings,გაფრთხილებები
636,ka.app.menu.admin_time_series.delete,Delete,წაშლა
637,ka.app.menu.admin_time_series.private_share,Share Private Time Series,არასაჯარო პერიოდული შედარების გაზიარება
638,ka.app.menu.admin_time_series.groups,Group Questions,შეკითხვების დაჯგუფება
639,ka.app.menu.admin_time_series.sort,Sort Groups/Questions,ჯგუფების/შეკითხვების დახარისხება
640,ka.app.menu.admin_time_series.weights,Weight Data,მონაცემების შეწონვა
641,ka.user.age_group.g1,17-24,17-24
642,ka.user.age_group.g2,25-34,25-34
643,ka.user.age_group.g3,35-44,35-44
644,ka.user.age_group.g4,45-54,45-54
645,ka.user.age_group.g5,55-64,55-64
646,ka.user.age_group.g6,above (>65),(>65)-ზე მეტი
647,ka.user.status.researcher,Researcher,მკვლევარი
648,ka.user.status.student,Student,სტუდენტი
649,ka.user.status.journalist,Journalist,ჟურნალისტი
650,ka.user.status.ngo,NGO,არასამთავრობო ორგანიზაცია
651,ka.user.status.government_official,Government Official,სამთავრობო სტრუქტურა
652,ka.user.status.international_organization,International Organization,საერთაშორისო ორგანიზაცია
653,ka.user.status.private_sector,Private Sector,კერძო სექტორი
654,ka.user.status.other,Other,სხვა
655,ka.user.wanna_account,"Tired of filling out this form? To avoid this form in the future, create an account.",დაიღალეთ ამ ფორმის შევსებით? შექმენით ანგარიში მომავალში მისი თავიდან აცილების მიზნით.
656,ka.layouts.nav.toggle,Toggle navigation,ნავიგაციის ჩართვა/გამორთვა
657,ka.layouts.nav.back,Back to UNICEF.ge,UNICEF.ge-ზე დაბრუნება
658,ka.layouts.explore_data.private_share_header,Privately Share '%{title}',პირადად გაზიარებული '%{title}'
659,ka.layouts.explore_data.private_share_explanation,"You can copy and share the following URL with whomever you want to view '%{title}' even though your dataset is not shared with the public. These people will have the ability to explore your data, but not edit it.","შეგიძლიათ დააკოპიროთ და გაუზიაროთ შემდეგი URL მას , ვინც გსურთ, რომ იხილოს '%{title}' იმ შემთხვევაშიც კი, თუ თქვენი მონაცემთა ცხრილი არ არის საჯარო. ამ ადამიანებს ექნებათ საშუალება, გაეცნონ თქვენს მონაცემებს, მაგრამ ვერ შეძლებენ მის შეცვლას და შესწორებას."
660,ka.layouts.unsupported_browser.title,Unsupported Browser,შეუსაბამო ბრაუზერი
661,ka.layouts.unsupported_browser.p1,We are sorry to report that your browser is out of date and will not properly render the content from this website.,სამწუხაროდ თქვენი ინტერნეტბრაუზერი განახლებული არაა და საიტის შინაარსის სრულყოფილად გამოტანას ვერ ახერხებს.
662,ka.layouts.unsupported_browser.p2,"On the bright side, there are several free browsers that you can download that are compatible with this site.","არსებობს რამდენიმე უფასო ბრაუზერი, რომლის გადმოწერის შემდეგ შეძლებთ ვებგვერდით სარგებლობას."
663,ka.layouts.unsupported_browser.chrome,Chrome,Chrome
664,ka.layouts.unsupported_browser.firefox,Firefox,Firefox
665,ka.layouts.unsupported_browser.ie,Internet Explorer (Windows only),Internet Explorer (მხოლოდ Windows-ზე)
666,ka.layouts.unsupported_browser.opera,Opera,Opera
667,ka.layouts.unsupported_browser.Safari,Safari,Safari
668,ka.admin.index.title,Administration Section,ადმინისტრაციის განყოფილება
669,ka.admin.index.users,Users,მომხმარებლები
670,ka.admin.index.page_contents,Edit Text on Site,საიტზე ტექსტის რედაქტირება
671,ka.admin.index.datasets,Datasets,მონაცემები
672,ka.admin.index.shapesets,Shapesets,რუკის კონტურული ფორმები
673,ka.admin.index.api_documentation,API Version Documentation,API ვერსიის დოკუმენტაცია
674,ka.admin.index.download_api_requests,Download API Request History,API-ის მოთხოვნათა ისტორიის ჩამოტვირთვა
675,ka.admin.index.download_download_requests,Download Download Request History,ჩამოტვირთვის მოთხოვნათა ისტორიის ჩამოტვირთვა
676,ka.admin.index.categories,Categories,კატეგორიები
677,ka.admin.users.edit.title,Editing User,მომხმარებლის გვერდის რედაქტირება
678,ka.admin.users.index.title,Users,მომხმარებლები
679,ka.admin.users.new.title,New User,ახალი მომხმარებელი
680,ka.admin.users.show.title,User Details,მომხმარებლის დეტალები
681,ka.devise.mailer.reset_password_instructions.subject,UNICEF Georgia Data Portal - Reset password instructions,Xtraktr - პაროლის აღდგენის ინსტრუქციები
682,ka.devise.mailer.reset_password_instructions.title,Hello %{nickname} -,"მოგესალმებით, %{nickname} -"
683,ka.devise.mailer.reset_password_instructions.p1,"Someone has requested a link to change your password on %{app_name}, and you can do this through the link below.",მივიღეთ მოთხოვნა '%{app_name}'-ზე თქვენი პაროლის შეცვლის შესახებ. პაროლის შესაცვლელად მიჰყევით შემდეგ ბმულს.
684,ka.devise.mailer.reset_password_instructions.link_title,Change my password,პაროლის შეცვლა
685,ka.devise.mailer.reset_password_instructions.p2,"If you didn't request this, please ignore this email.","თუ თქვენ არ მოგითხოვიათ პაროლის შეცვლა, გთხოვთ, არ მიაქციოთ ყურადღება ამ შეტყობინებას."
686,ka.devise.mailer.reset_password_instructions.p3,Your password won't change until you access the link above and create a new one.,პაროლის შესაცვლელად უნდა გადახვიდეთ ბმულზე და შექმნათ ახალი პაროლი
687,ka.settings.index.title,User Settings,მომხმარებლის პარამეტრები
688,ka.settings.index.tabs.settings,Settings,პარამეტრები
689,ka.settings.index.tabs.api,API Access Tokens,API-ის დაშვების გასაღებები
690,ka.settings.index.api_explanation1,"The API allows you to programmatically get information and run analyses on the datasets and time series available on this site. All API calls require an access token - a key that let's us know who is making the request. To get one, simply press the button below.","API საშუალებას გაძლევთ, პროგრამულად მიიღოთ ინფორმაცია და ჩაატაროთ ანალიზი საიტზე არსებულ მონაცემთა ცხრილსა და პერიოდულ შედარებაში. API-ის ყველა გამოძაღება ითხოვს დაშვების გასაღებს, რომელიც გვატყობინებს, თუ ვინ აკეთებს მოთხოვნას. გამოძახებისთვის უბრალოდ დააჭირეთ ქვემოთ მოცემულ ღილაკს."
691,ka.settings.index.api_link_text,API Documentation section,API-ის დოკუმენტაციის სექცია
692,ka.settings.index.api_explanation2,You can learn more about the API and how to use the Access Token by going to the [link].,[link]-ზე გადასვლით გაიგებთ მეტს API-ის და დაშვების გასაღების შესახებ.
693,ka.settings.index.no_api_keys,You do not have any API Access Tokens on file.,თქვენ არ გაქვთ API-ის დაშვების გასაღები მოცემული ფაილისთვის.
694,ka.settings.index.get_api,Get API Access Token,API-ის დაშვების გასაღების მიღება
695,ka.settings.index.delete_api,Delete API Access Token,API-ის დაშვების გასაღების წაშლა
696,ka.root.index.header_latest_datasets,Latest Datasets,უახლესი მონაცემები
697,ka.root.index.no_datasets,"At this time, no datasets have been loaded into the site.",ამ მომენტისთვის ვებგვერდზე არ ჩატვირთულა მონაცემთა ცხრილი
698,ka.root.index.header_latest_time_series,Latest Time Series,უახლესი პერიოდული შედარება
699,ka.root.index.no_time_series,"At this time, no time series have been created in the site.",ამ მომენტისთვის ვებგვერდზე არ შექმნილა პერიოდული შედარება.
700,ka.root.index.wms_title,Welfare <br />Monitoring Survey,კეთილდღეობის <br />მონიტორინგის კვლევა
701,ka.root.index.wms_slogan,"Comparing the <br />well-being of children <br />from 2009, 20011 and 2013","ბავშვთა შინამეურნეობების კეთილდღეობის <br />შედარება <br />2009, 2011 და <br/>2013 წლებში"
702,ka.root.index.header_highlights,Highlights,რჩეული ფაქტები
703,ka.root.index.header_categories,Browse Categories,კატეგორიების დათვალიერება
704,ka.root.index.search_datasets,Search Datasets,მონაცემთა ძებნა
705,ka.root.contact.title,Contact,კონტაქტი
706,ka.root.contact.send,Send,"მონიშნეთ ქვეყანა/ქვეყნები, რომელთაც ეს მონაცემები წარმოადგენენ"
707,ka.root.contact.error_title,An error has occurred,წარმოიშვა პრობლემა
708,ka.root.instructions.title,Instructions,ინსტრუქცია
709,ka.root.notes.title,Notes,შენიშვნები
710,ka.root.explore_data.title,Explore the Data,მონაცემთა გაცნობა
711,ka.root.explore_data.search_datasets,Search Datasets,მონაცემთა ცხრილის ძებნა
712,ka.root.explore_data.sort_by.this,Sort By,დახარისხება
713,ka.root.explore_data.sort_by.title,Title,სახელწოდება
714,ka.root.explore_data.sort_by.release,Date Released,გამოქვეყნების თარიღი
715,ka.root.explore_data.sort_by.publish,Date Published Here,აქ გამოქვეყნების თარიღი
716,ka.root.explore_data.no_data,"At this time, no datasets have been loaded into the site.",ამ მომენტისთვის ვებგვერდზე არ ჩატვირთულა მონაცემთა ცხრილი
717,ka.root.explore_data.no_match,"Sorry, no datasets match your search request.","ბოდიში, თქვენი მოთხოვნის შესაბამისი მონაცემები ვერ მოიძებნა"
718,ka.root.explore_data_show.title,Explore the Data,მონაცემთა გაცნობა
719,ka.root.explore_time_series.title,Explore Time Series Data,პერიოდული შედარების მონაცემების გაცნობა
720,ka.root.explore_time_series.search_time_series,Search Time Series,პერიოდული შედარების ძებნა
721,ka.root.explore_time_series.sort_by.this,Sort By,დახარისხება
722,ka.root.explore_time_series.sort_by.title,Title,სახელწოდება
723,ka.root.explore_time_series.sort_by.publish,Date Published Here,აქ გამოქვეყნების თარიღი
724,ka.root.explore_time_series.no_data,"At this time, no time series have been created in the site.",ამ მომენტისთვის ვებგვერდზე არ შექმნილა პერიოდული შედარება.
725,ka.root.explore_time_series.no_match,"Sorry, no time series match your search request.","ბოდიში, თქვენი მოთხოვნის შესაბამისი პერიოდული შედარება ვერ მოიძებნა"
726,ka.root.explore_time_series_show.title,Explore Time Series Data,პერიოდული შედარების მონაცემების გაცნობა
727,ka.api.msgs.no_key,You must provide an API Access Token in order to use the API. You can quickly get a API Access Token by going to %{url}.,"API-ის გამოსაყენებლად უნდა წარმაოდგინოთ API-ის დაშვების გასაღები, რისი მიღებაც მარტივად შეგიძლიათ %{url}-ზე გადასვლით."
728,ka.api.msgs.no_dataset,The Dataset could not be found.,მონაცემები ვერ მოიძებნა
729,ka.api.msgs.no_question,The Question could not be found.,შეკითხვა ვერ მოიძებნა
730,ka.api.msgs.no_broken_down_by,The Broken Down By Question could not be found.,შეკითხვებით ჩაშლა ვერ მოიძებნა
731,ka.api.msgs.no_filtered_by,The Filter By Question could not be found.,შეკითხვებით გაფილტვრა ვერ მოიძებნა
732,ka.api.msgs.no_time_series,The Time Series could not be found.,პერიოდული შედარება ვერ მოიძებნა
733,ka.api.msgs.no_time_series_dataset,The Time Series does not have any datasets assigned to it.,პერიოდულ შედარებას არ აქვს მასთან დაკავშირებული მონაცემები
734,ka.api.msgs.no_time_series_dataset_error,There was an error getting the data for the datasets in the time series.,პერიოდული შედარების მონაცემების მიღებისას დაფიქსირდა შეცდომა.
735,ka.api.msgs.missing_required_params,Please provide all required parameters.,"გთხოვთ, შეავსოთ ყველა მოთხოვნილი პარამეტრი"
736,ka.api.index.title,API,API
737,ka.api.index.no_versions,No documentation for the API has been created yet.,API-ისთვის დოკუმენტაცია ჯერ არ შექმნილა
738,ka.api.index.no_methods,No documentation for this version has been created yet.,ამ ვერსიისთვის დოკუმენტაცია ჯერ არ შექმნილა
739,ka.api.documentation.no_content,No documentation for this method has been created yet.,ამ მეთოდისთვის დოკუმენტაცია ჯერ არ შექმნილა
740,ka.datasets.index.view_warnings,View Details,დეტალების ნახვა
741,ka.datasets.warnings.title,Warnings,გაფრთხილებები
742,ka.datasets.warnings.tab_bad_answers,Questions with Bad Answers,შეკითხვები ცუდი პასუხებით
743,ka.datasets.warnings.tab_no_answers,Questions with No Answers,შეკითხვები პასუხების გარეშე
744,ka.datasets.warnings.tab_no_text,Questions with No Text,შეკითხვები ტექსტის გარეშე
745,ka.datasets.warnings.bad_answers,"The following %{number} questions contain values that were not listed as one of the possible answers. For example, the list of possible answers was 1, 2, 3 or 4 and one record had a value of 5. The records with the extra values will not be used during analysis.","შემდეგი %{number} შეკითხვა შეიცავს მნიშვნელობებს, რომლებიც არ იყო მითითებული შესაძლო პასუხების ჩამონათვალში. მაგალითად, შეკითხვის შესაძლო პასუხები იყო 1, 2, 3 და 4, ხოლო ერთერთი ჩანაწერის მნიშვნელობა არის 5. ჩანაწერები, რომელთაც აქვთ განსხვავებული მნიშვნელობები, ანალიზის დროს არ იქნებიან გათვალისწინებული. "
746,ka.datasets.warnings.no_answers,"The following %{number} questions do not have a list of possible answers. For example, a question 'What is your age?' could come with answers like <20, 20-40, 40-60, >60 and each of these answers would represent a certain value like 1, 2, 3, 4 that is stored in the data. These questions will not be available for analysis unless a list of possible answers are provided.","შემდეგ %{number} შეკითხვას არ აქვს შესაძლო პასუხების ჩამონათვალი. მაგალითად, შეკითხვას ""რამდენი წლის ხართ"" შეიძლება ჰქონდეს შემდეგი პასუხები: <20, 20-40, 40-60, >60, ხოლო თითოეული მათგანი წარმოდგენილი იყოს გარკვეული მნიშვნელობებით, მაგალითად 1, 2, 3, 4 და შენახული იყოს მონაცემებში. ამ კითხვების გაანალიზება არ იქნება შესაძლებელი, თუკი შესაძლო პასუხები არ არის ჩამონათვალში. "
747,ka.datasets.warnings.no_text,"The following %{number} questions do not have text. For example a code of 'A1' was given, but no text describing what 'A1' represents was provided. These questions will not be available for analysis unless text is provided.","შემდეგ %{number} შეკითხვას არ აქვს ტექსტი. მაგალითად, მოცემულია კოდი ''A1"", რომელსაც არ აქვს აღწერის ტექსტი. ტექსტის გარეშე ამ შეკითხვების გაანალიზება შესაძლებელი არ იქნება. "
748,ka.datasets.warnings.no_bad_answers,Congratulations! All of the data file data contains valid answers.,გილოცავთ! მონაცემების ფაილის ყველა მონაცემი შეიცავს სწორ პასუხს.
749,ka.datasets.warnings.no_no_answers,Congratulations! All of the data file questions have answers.,გილოცავთ! მონაცემების ყველა ფაილს აქვს პასუხი.
750,ka.datasets.warnings.no_no_text,Congratulations! All of the data file questions have text.,გილოცავთ! მონაცემების ყველა ფაილს აქვს ტექსტი.
751,ka.datasets.warnings.no_warnings,Congratulations! Your data file contains no issues that may effect the way the data is analyzed.,გილოცავთ! თქვენი მონაცემები არ შეიცავს პრობლემურ საკითხებს მონაცემთა ანალიზისთვის.
752,ka.datasets.mass_changes_questions.title,Question Mass Changes,შეკითხვის მასობრივი ცვლილებები
753,ka.datasets.mass_changes_questions.explanation,Use this page to indicate which questions should not be included during analysis and which should be included when the public download's the data.,"გამოიყენეთ ეს გვერდი იმის მისათითებლად, თუ რომელი შეკითხვა უნდა გამოირიცხოს ანალიზიდან და რომელი შეკითხვა უნდა შედიოდეს მონაცემებში, რომელიც ხელმისაწვდომია საჯარო ჩამოტვირთვისთვის. "
754,ka.datasets.mass_changes_questions.no_questions,There are no questions on file for this dataset.,ამ მონაცემებისთვის არ არის შეკითხვები
755,ka.datasets.mass_changes_answers.title,Answer Mass Changes,პასუხების მასობრივი ცვლილებები
756,ka.datasets.mass_changes_answers.explanation,"Use this page to indicate which answers should not be included during analysis and which answers can be included during analysis, but have the ability to be excluded (e.g., answers like: Don't Know, Refuse to Answer, etc).","გამოიყენეთ ეს გვერდი იმის მისათითებლად, თუ რომელი პასუხები უნდა გამოირიცხოს ანალიზიდან და რომელი პასუხები შეიძლება იქნას გაანალიზები, თუმცა შეიძლებოდეს გამორიცხვა, სურვილის შემთხვევაში  (მაგ., ასეთი პასუხები: ""არ ვიცი"", ""უარი პასუხზე"", ა.შ.) "
757,ka.datasets.mass_changes_answers.no_questions,There are no questions on file for this dataset.,ამ მონაცემებისთვის არ არის შეკითხვები
758,ka.datasets.mappable.title,Make Questions Mappable,გავხადოთ შეკითხვა რუკაზე დატანადი
759,ka.datasets.mappable.explanation,Use this page to indicate which questions are geographic in nature so that the analysis screen can include a map.,"გამოყენეთ ეს გვერდი იმის მისათითებლად, თუ რომელი შეკითხვაა გეოგრაფიული ხასიათის, რათა შედეგები გამოისახოს რუკაზე. "
760,ka.datasets.mappable.no_shapes,"Sorry, at this time there are no pre-defined maps on file that you can use.","ბოდიში, ამ დროისთვის ფაილში არ მოიპოვება წინასწარ განსაზღვრული რუკები, რომელთა გამოყენებასაც შეძლებდით."
761,ka.datasets.mappable.add_shapes,Add Map Shapes,რუკის კონტურული ფორმების დამატება
762,ka.datasets.mappable.add_map_question,Add Mappable Question,რუკაზე დატანადი შეკითხვების დამატება
763,ka.datasets.mappable_form.title,Mappable Question Form,რუკაზე დატანადი შეკითხვების ფორმა
764,ka.datasets.mappable_form.no_questions,There are no questions available in '%{title}' to be made mappable.,%{title}'-ში არ არის რუკაზე დატანადი შეკითხვები
765,ka.datasets.mappable_form.no_shapes,"Sorry, at this time there are no pre-defined maps on file that you can use.","ბოდიში, ამ დროისთვის ფაილში არ მოიპოვება წინასწარ განსაზღვრული რუკები, რომელთა გამოყენებასაც შეძლებდით."
766,ka.datasets.mappable_form.question_label,Question to make mappable,რუკაზე დატანადი შეკითხვა
767,ka.datasets.mappable_form.shapeset_label,Map to use,გამოსაყენებელი რუკა
768,ka.datasets.mappable_form.matching_header,Mapping '[question]' to '[shapeset]',[question]' დატანა '[shapeset]' რუკაზე
769,ka.datasets.mappable_form.matching_explanation,"For each answer to '[question]', select the matching map shape from '[shapeset]'.","[question]'-ის თითოეული პასუხისთვის, აირჩიეთ შესაბამისი რუკის ფორმა '[shapeset]'-დან."
770,ka.datasets.mappable_form.adjustable_range_header,Do you want an adjustable scale when mapped?,გსურთ ცვალებადი მასშტაბი მონაცემთა რუკაზე დატანისას?
771,ka.datasets.mappable_form.adjustable_range_p1,Do you want the choropleth map colors to always show results between 0 and 100% or would you prefer that the max range value be adjusted based on the max value of the analysis? Going with an adjustable max value could result in the choropleth map showing more varied colors.,"გსურთ, რუკის ფერები ყოველთვის აჩვენებდეს შედეგებს 0 - 100% -ს შორის თუ გირჩევნიათ შეცვალოთ მაქსიმალური დანაყოფის მნიშვნელობა შეიცვალოს ანალიზის მაქსიმალური მნიშვნელობის შესაბამისად? ამ უკანასკნელის შედეგად რუკაზე შედეგები შესაძლოა უფრო მრავალფრად იყოს წარმოდგენილი."
772,ka.datasets.mappable_form.adjustable_range_p2,"Let's assume that the following are the resulting percentage values from the analysis: 4, 8, 16, 32, 40. If the question did not use an adjustable max value, the choropleth map colors will vary between 0 and 100% resulting in 4 and 8 and 16 having very similar, and possibly not discernable, colors. However, if the question did use an adjustable max value, the choropleth map colors will vary between 0 and 40% resulting in 4 and 8 having similar colors, but 16 having a color that is discernable as different.","დავუშვათ, რომ ანალიზის შედეგები შემდეგი პროცენტული მნიშვნელობებია: 4, 8, 16, 32, 40. თუ შეკითხვა არ იყენებს ცვალებად მაქსიმუმ მნიშვნელობას, რუკის ფერები 0-დან 100%-მდე გადანაწილდება, რის შედეგადაც 4, 8 და 16 მსგავსი ფერის იქნება. მაგრამ თუ შეკითხვას ექნება ცვალებადი მაქსიმალური მნიშვნელობა, რუკაზე ფერები გადანაწილდება 0-დან 40%-მდე, რის შედეგადაც 4 და 8 მსგავსი ფერის იქნება, ხოლო 16 - განსხვავებულის."
773,ka.datasets.mappable_form_edit.title,Mappable Question Form,რუკაზე დატანადი შეკითხვების ფორმა
774,ka.datasets.mappable_form_edit.matching_header,Mapping '%{question}' to '%{shapeset}',[question]' დატანა '[shapeset]' რუკაზე
775,ka.datasets.mappable_form_edit.matching_explanation,"For each answer to '%{question}', select the matching map shape from '%{shapeset}'.","[question]'-ის თითოეული პასუხისთვის, აირჩიეთ შესაბამისი რუკის ფორმა '[shapeset]'-დან."
776,ka.datasets.mappable_form_edit.adjustable_range_header,Do you want an adjustable scale when mapped?,გსურთ ცვალებადი მასშტაბი მონაცემთა რუკაზე დატანისას?
777,ka.datasets.mappable_form_edit.adjustable_range_p1,Do you want the choropleth map colors to always show results between 0 and 100% or would you prefer that the max range value be adjusted based on the max value of the analysis? Going with an adjustable max value could result in the choropleth map showing more varied colors.,"გსურთ, რუკის ფერები ყოველთვის აჩვენებდეს შედეგებს 0 - 100% -ს შორის თუ გირჩევნიათ შეცვალოთ მაქსიმალური დანაყოფის მნიშვნელობა შეიცვალოს ანალიზის მაქსიმალური მნიშვნელობის შესაბამისად? ამ უკანასკნელის შედეგად რუკაზე შედეგები შესაძლოა უფრო მრავალფრად იყოს წარმოდგენილი."
778,ka.datasets.mappable_form_edit.adjustable_range_p2,"Let's assume that the following are the resulting percentage values from the analysis: 4, 8, 16, 32, 40. If the question did not use an adjustable max value, the choropleth map colors will vary between 0 and 100% resulting in 4 and 8 and 16 having very similar, and possibly not discernable, colors. However, if the question did use an adjustable max value, the choropleth map colors will vary between 0 and 40% resulting in 4 and 8 having similar colors, but 16 having a color that is discernable as different.","დავუშვათ, რომ ანალიზის შედეგები შემდეგი პროცენტული მნიშვნელობებია: 4, 8, 16, 32, 40. თუ შეკითხვა არ იყენებს ცვალებად მაქსიმუმ მნიშვნელობას, რუკის ფერები 0-დან 100%-მდე გადანაწილდება, რის შედეგადაც 4, 8 და 16 მსგავსი ფერის იქნება. მაგრამ თუ შეკითხვას ექნება ცვალებადი მაქსიმალური მნიშვნელობა, რუკაზე ფერები გადანაწილდება 0-დან 40%-მდე, რის შედეგადაც 4 და 8 მსგავსი ფერის იქნება, ხოლო 16 - განსხვავებულის."
779,ka.datasets.form.reports,Reports,ანგარიშები
780,ka.datasets.form.header_add_report,Add a report for this dataset,ამ მონაცემებისთვის ანგარიშის დამატება
781,ka.datasets.form.saving_text,"Your file is being loaded, the data is being processed and validated, and the download files are being generated - this may take a couple minutes.

This would be a good time to get some water, go to the bathroom, check your social media updates, or watch that cat video.

This page will reload when the processing is complete.","
თქვენი ფაილი იტვირთება, მონაცემები მუშავდება და მოწმდება, ჩამოსატვირთი ფაილები გენერირდება - ამ ყველაფერს შეიძლება დასჭირდეს რამდენიმე წუთი.
შეგიძლიათ ეს დრო გამოიყენოთ, ადგეთ, დალიოთ წყალი, გაიარ-გამოიაროთ, დასქროლოთ ფეისბუქი ან უყუროთ რომელიმე კატის ვიდეოს.
გვერდი ჩაიტვირთება როდესაც ფაილების დამუშავება დასრულდება. "
782,ka.datasets.highlights.title,Dataset Highlights,მონაცემების რჩეული ფაქტები
783,ka.datasets.highlights.instructions,"Highlights are visuals (charts and maps) that highlight interesting aspects of your dataset and are shown on the dashboard page and the home page.

To add a highlight, go to the explore page, select the indicators you want, and then in the charts that appear click the star button in the top left corner.

You can use this page to quickly remove highlights or to indicate which highlight to always show on the home page - only one highlight from all datasets and time series can be selected for this.","რჩეული ფაქტები წარმოადგენს ვიზუალიზაციებს (დიაგრამებსა და რუკებს), რომლებიც თქვენი მონაცემების საინტერესო ასპექტებს უსვამს ხაზს და ნაჩვენებია როგორც მონაცემების გვერდზე, ასევე მთავარ გვერდზე. რჩეული ფაქტის დასამატებლად, გადადით მონაცემთა გაცნობის გვერდზე, აირჩიეთ ინდიკატორი და გამოჩენილ დიაგრამაზე, ზედა მარცხენა კუთხეში, დააჭირეთ ვარსკვლავის ფორმის ღილაკს. ამ გვერდის გამოყენებით, შეგიძლიათ რჩეულის ფაქტის წაშლა ან აღწერის ტექსტს დარედაქტირება.  "
784,ka.datasets.highlights.no_highlights,There are no highlights on file for this dataset.,ამ მონაცემებისთვის არ არის შექმნილი რჩეული ფაქტები
785,ka.datasets.highlights.question_code,Question,შეკითხვა
786,ka.datasets.highlights.broken_down_by_code,Broken Down By,ჩაშლილია
787,ka.datasets.highlights.filtered_by_code,Filtered By,გაფილტრულია
788,ka.datasets.highlights.show_home_page,Permanently Shown on Home Page,გამოაჩინე მთავარ გვერდზე
789,ka.datasets.highlights.btn_show_home_page,Permanently Show on Home Page,გამოაჩინე მთავარ გვერდზე
790,ka.datasets.highlights.questions,Questions,შეკითხვები
791,ka.datasets.highlights.description,Description,აღწერა
792,ka.datasets.download_data.title,Download Complete Dataset,სრული მონაცემების ჩამოტვირთვა
793,ka.datasets.download_data.instructions,"You can use this page to download the entire dataset in any format you desire.

This download is different than what is on the dashboard page in that this download includes the entire dataset, whereas the download from the dashboard page only includes the data that you have indicated can be downloaded by the public.","ამ გვერდის საშუალებით შეგიძლიათ ჩამოტვირთოთ მთლიანი მონაცემები თქვენთვის სასურველ ფორმატში. მონაცემების გვერდისგან განსხვავებით, საიდანაც მხოლოდ საჯაროდ ხელმისაწვდომი მონაცემების ჩამოტვირთვა ხდება, ამ გვერდიდან შეგიძლიათ ჩამოტვირთოთ მთლიანი მონაცემები. "
794,ka.datasets.download_data.no_files,The download files have not been generated yet. Please check back soon.,"ჩამოსატვირთვი ფაილები ჯერ ისევ დამუშავების პროცესშია. გთხოვთ, შეამოწმოთ რამდენიმე წუთში. "
795,ka.datasets.download_data.generating_text,"The download files are being generated.

This may take a couple minutes if this is a large dataset.

This page will reload when the processing is complete.","ჩამოსატვირთი ფაილები გენერირდება. თუ მონაცემები დიდი მოცულობისაა, ამას შეიძლება რამდენიმე წუთი დასჭირდეს. გვერდი განახლდება პროცესის დასრულების შემდეგ.
"
796,ka.datasets.sort.title,Sort Groups and Questions,ჯგუფების და შეკითხვების დახარისხება
797,ka.datasets.sort.explanation,"This page allows you to sort all groups and questions into the order that you desire.

By defualt, the question sort order is set to be the same as the order of the questions in the data file.

When groups are added, the group sort order is initially set so the groups appear at the top of the list.

If you have created groups, you can view and sort the items in that group by clicking on the button in the last column in the table.","ამ გვერდის საშუალებით, შეგიძლიათ დააწყოთ ყველა ჯგუფი და შეკითხვა თქვენთვის სასურველი რიგითობით. შეცვლის გარეშე, შეკითხვების რიგითობა იგივეა, რა რიგითობითაც მონაცემებშია შეკითხვები დაწყობილი. ჯგუფების დამატებისას, ჯგუფი ჩანს ჩამონათვალის თავში. ჯგუფების შექმნის შემდეგ, თქვენ შეგიძლიათ იხილოთ და დააწყოთ ჯგუფში შემავალი ერთეულები ცხრილის ბოლო სვეტში არსებული ღილაკის გამოყენებით. "
